address,city,date,id,injured,killed,source,state
1500 block of E 10th St,Jeffersonville,2020-01-01,1587594,1,0,https://www.newsandtribune.com/news/jeffersonville-police-investigate-suspected-accidental-shooting/article_a97e2d7e-2d09-11ea-8a81-6b1472f2df54.html,Indiana
8000 block of Montgomery Ave,Stockton,2020-01-01,1587592,0,0,https://www.recordnet.com/news/20200101/911-calls-jan-2-2020,California
1801 Kissingbower Rd,Augusta,2020-01-01,1585533,1,0,https://www.wrdw.com/content/news/One-person-shot-on-Kissingbower-Road-566629391.html,Georgia
600 block of W Lapham Blvd,Milwaukee,2020-01-01,1586589,1,0,http://1212786783718694912,Wisconsin
8700 block of W Carmen Ave,Milwaukee,2020-01-01,1586583,0,0,https://twitter.com/MilwaukeePolice/status/1212753884319551488,Wisconsin
700 block of E Center St,Milwaukee,2020-01-01,1586576,1,0,https://twitter.com/MilwaukeePolice/status/1212752241129664514,Wisconsin
2010 Peine Rd,Wentzville,2020-01-01,1586573,0,0,https://www.kmov.com/news/suspects-arrested-after-carjacked-vehicle-crashed-in-wentzville/article_d08c1a14-2ca7-11ea-bb35-a3f22c5785f9.html,Missouri
100 block of Hamilton Pl,Fond Du Lac,2020-01-01,1586188,0,0,https://www.fdlreporter.com/story/news/2020/01/01/fond-du-lac-police-standoff-new-years-day-standoff-near-downtown/2789585001/,Wisconsin
Lacount Rd and Sunshine Pl,Green Bay,2020-01-01,1586566,0,0,https://www.greenbaypressgazette.com/story/news/crime/2020/01/02/green-bay-shots-fired-police-investigate-gunshots/2793743001/,Wisconsin
I-270 and Lilac Ave,Saint Louis,2020-01-01,1586564,1,0,https://www.kmov.com/news/person-found-shot-inside-car-on-north-county-enter-ramp/article_1f7a5c7e-2d54-11ea-912c-83aa02548ca0.html,Missouri
1971 Charleston House Way,Daytona Beach (Holly Hill),2020-01-01,1587090,0,1,https://www.wesh.com/article/man-found-shot-inside-vehicle-crashed-into-parked-car-in-holly-hill/30374911,Florida
E Grove St and Wrondel Way,Reno,2020-01-01,1586495,2,0,https://mynews4.com/news/local/heavy-police-activity-at-wrondel-and-grove-streets-in-reno,Nevada
230 N 11th St,Las Vegas,2020-01-01,1586481,1,0,https://www.8newsnow.com/news/local-news/fight-breaks-out-shots-fired-in-downtown-neighborhood/,Nevada
1200 block of N Euclid Ave,Saint Louis,2020-01-01,1585886,0,1,https://kplr11.com/2020/01/01/police-investigate-shooting-in-fountain-park-fifth-shooting-of-new-years-day/,Missouri
3400 block of Wyoming St,Saint Louis,2020-01-01,1585902,1,0,https://www.kmov.com/news/killed-during-violent-new-year-s-day-across-st-louis/article_26b61ef4-2c98-11ea-8d9a-f3816495ad4b.html,Missouri
2200 block of W 154th St,Compton,2020-01-01,1585600,1,1,https://ktla.com/2020/01/05/mother-killed-in-compton-new-years-day-shooting-identified/,California
4900 block of Lotus Ave,Saint Louis,2020-01-01,1585889,1,0,https://kplr11.com/2020/01/01/police-investigate-shooting-in-fountain-park-fifth-shooting-of-new-years-day/,Missouri
N Sturdevant St and W 17th St,Davenport,2020-01-01,1591336,1,0,https://qctimes.com/news/local/crime-and-courts/ringing-in-with-gunfire-shootings-in-year-s-first-days/article_7b1ee5e2-6f40-5f66-906d-eb7ee5c75b2d.html#tracking-source=home-top-story-1,Iowa
3941 South St,Lafayette,2020-01-01,1587555,0,0,https://www.jconline.com/story/news/crime/2020/01/02/lafayette-hotel-clerk-fires-shot-when-thief-threatens-him-weapon/2795700001/,Indiana
N/A,Kansas City,2020-01-01,1586537,0,0,https://fox4kc.com/2020/01/01/kc-man-comes-less-than-an-inch-from-being-killed-by-celebratory-gunfire-on-new-years/,Missouri
N/A,Carthage,2020-01-01,1586538,0,0,https://www.columbiatribune.com/news/20200102/police-carjacked-man-and-goat-taken-on-terrifying-three-state-drive,Missouri
80 FM 2693,New Waverly,2020-01-01,1588079,0,0,https://www.itemonline.com/news/local_news/police-blotter/article_c0df3056-810e-5e07-a1ce-89f3803e658c.html,Texas
123 Ewing Dr,Nashville,2020-01-01,1585459,2,0,https://www.newschannel5.com/news/two-people-shot-outside-nashville-nightclub,Tennessee
N/A,Albuquerque,2020-01-01,1587541,1,1,https://www.koat.com/article/new-details-in-deadly-deputy-involved-shooting/30385023,New Mexico
33096 Northwestern Hwy,West Bloomfield,2020-01-01,1586960,0,0,https://www.theoaklandpress.com/news/copscourts/man-who-barricaded-self-in-hotel-room-charged-with-domestic/article_25c878a8-30b1-11ea-92eb-03b17d66e009.html,Michigan
7255 International Dr,Orlando,2020-01-01,1585423,1,0,https://www.clickorlando.com/news/local/2020/01/01/shooting-reported-at-hookah-lounge-in-orlando-tourist-district/,Florida
Apache Blvd and S Dorsey Ln,Tempe,2020-01-01,1586427,2,0,https://www.azcentral.com/story/news/local/tempe/2020/01/01/2-men-gunshot-wounds-show-up-tempe-hospital-police-say/2793351001/,Arizona
7800 block of S Ridgeland Ave,Chicago,2020-01-01,1585321,0,0,https://chicago.suntimes.com/crime/2020/1/1/21045337/shots-fired-chicago-police-south-shore-apartment-swat-team-ridgeland,Illinois
300 block of Fieldpointe Dr,Frederick,2020-01-01,1585872,1,0,https://www.fredericknewspost.com/news/crime_and_justice/cops_and_crime/police-arrest-frederick-man-for-accidental-shooting-in-fieldpointe-apartments/article_1f96d70d-b5b3-5199-bc42-3537ad6bc3d8.html,Maryland
3811 E Morningside Dr,Bloomington,2020-01-01,1586469,1,0,http://www.wbiw.com/2020/01/02/teen-arrested-on-attempted-murder-charge-in-bloomington-shooting/,Indiana
SE Norsemen Dr,Port Saint Lucie,2020-01-01,1588200,0,0,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/07/david-meyers-palm-city-charged-connection-gunshots-estranged-wife-2-men/2830984001/,Florida
59th Ave and W Bethany Home Rd,Glendale,2020-01-01,1585337,0,1,https://www.azcentral.com/story/news/local/glendale-breaking/2020/01/03/jesse-mitchell-idd-man-fatally-shot-glendale-new-years-day/2803719001/,Arizona
W 30th St and Falcon Dr,Indianapolis,2020-01-01,1587479,0,0,https://www.wthr.com/article/barrage-celebratory-gunfire-raises-concern-west-side-neighborhood,Indiana
N 24th St,Fort Pierce,2020-01-01,1588208,0,0,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/03/four-jailed-after-gunfire-incidents-dozens-casings-found-fp/2807432001/,Florida
2400 block of W Devon,Chicago,2020-01-01,1616811,0,0,https://chicago.suntimes.com/crime/2020/2/8/21129118/west-rogers-park-carjackings-parked-cars-devon,Illinois
1200 block of N Capitol St NW,Washington,2020-01-01,1585185,2,0,https://www.popville.com/2020/01/double-shooting-dc-north-capitol-street/,District of Columbia
N 25th St and Ave N,Fort Pierce,2020-01-01,1588207,0,0,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/03/four-jailed-after-gunfire-incidents-dozens-casings-found-fp/2807432001/,Florida
3400 block of Duvall Ave,Baltimore,2020-01-01,1587080,0,1,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-northwest-baltimore-fatal-shooting-20200103-6hkl3bshxzhodowbxbjdmckbwe-story.html,Maryland
400 block of Collins Dr,Dover,2020-01-01,1585283,2,0,https://www.delawareonline.com/story/news/2020/01/01/dover-shooting-injures-two-wednesday-morning/2789707001/,Delaware
E Atlantic Ave and NE 1st Ave,Delray Beach,2020-01-01,1585315,1,0,https://cbs12.com/news/local/woman-hit-by-celebratory-gunfire-in-delray-didnt-know-she-was-shot-at-first,Florida
1st Ave and E 4th St,New York (Manhattan),2020-01-01,1585277,0,0,https://twitter.com/nyc_alerts911/status/1212306704395833345,New York
900 block of St Paul St,Richmond,2020-01-01,1585508,0,1,https://www.nbc12.com/2020/01/01/man-fighting-his-life-after-richmond-overnight-shooting/,Virginia
50 block of S Gay St,Baltimore,2020-01-01,1585234,1,0,http://foxbaltimore.com/news/local/man-shot-in-the-shoulder-near-s-gay-street-on-new-years-day,Maryland
11277 Hwy 27,Summerville,2020-01-01,1587447,1,0,https://www.thesummervillenews.com/2020/01/01/64666/,Georgia
400 block of SE Tejon St,Stuart,2020-01-01,1601911,0,0,https://www.palmbeachpost.com/news/20200121/north-blotter-man-welcomes-2020-by-firing-120-rounds-into-ground,Florida
Barracada Rd,Walterboro,2020-01-01,1586315,0,2,https://myfox8.com/2020/01/02/hunter-fatally-shot-father-9-year-old-daughter-after-mistaking-them-for-deer/,South Carolina
2300 block of Mackey Pike,Nicholasville,2020-01-01,1586214,0,1,https://www.facebook.com/JessamineJournal/?__tn__=kC-R&eid=ARABnj4kikcw5BPFt1u6n9omK6uWBNxc8oe3mxQhKoGFc3hPC5DghnnhhICeUM5Wk14HyybfkNuxsoi0&hc_ref=ARTCgqOFvGUF-iDLRaHTt4igJK2GpwQV3iUt2I7KcnwIHKI8EaaBue19rFF3UIg0lPE&fref=nf&__xts__[0]=68.ARA_QsKzb64xwefij6,Kentucky
N Kingston Ave,Tulsa,2020-01-01,1587435,0,0,https://ktul.com/news/local/tulsa-police-say-nothing-was-taken-in-violent-home-invasion,Oklahoma
4400 block of W Adams St,Chicago,2020-01-01,1585205,1,0,https://chicago.suntimes.com/crime/2020/1/1/21045311/woman-wounded-shot-west-garfield-park-shooting-adams,Illinois
2300 block of 6th Ave,Terre Haute,2020-01-01,1586528,0,0,https://www.mywabashvalley.com/news/local-news/thpd-2-people-stabbed-gunshots-fired-during-large-fight/,Indiana
Railroad Ave and 13th St,Newhall,2020-01-01,1587427,1,0,https://signalscv.com/2020/01/one-person-shot-in-newhall-taken-to-hospital/,California
230 Maplewood Ave,Bridgeport,2020-01-01,1585191,1,0,https://www.doingitlocal.com/2020/01/bridgeport-news-gunshot-victim-11/,Connecticut
1300 block of Fox Ridge Dr,Kalamazoo,2020-01-01,1587419,0,0,https://www.fox17online.com/news/local-news/kzoo-bc/kalamazoo/suspect-arrested-after-gun-found-near-shots-fired-investigation,Michigan
N/A,Chicago,2020-01-01,1586402,1,0,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
6400 block of S Morgan St,Chicago,2020-01-01,1586399,1,0,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
11100 block of S Vernon Ave,Chicago,2020-01-01,1586396,1,0,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
7500 block of S Kingston Ave,Chicago,2020-01-01,1586393,1,0,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
1300 block of S Kilbourn Ave,Chicago,2020-01-01,1585199,0,0,https://chicago.suntimes.com/crime/2020/1/1/21045296/chicago-police-car-shot-gunfire-bullet-midnight-new-years-day-lawndale-kilbourn,Illinois
1300 block of N Spaulding Ave,Chicago,2020-01-01,1586391,1,0,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
8000 block of Blackwell Rd,Central Point,2020-01-01,1586369,0,1,https://mailtribune.com/news/top-stories/armed-man-dies-after-being-shot-by-sheriffs-deputy,Oregon
Seneca Rd and W 7th Pl,Eugene,2020-01-01,1586330,0,0,https://nbc16.com/news/local/police-man-arrested-in-connection-to-gunshots-fired-at-eugene-shopping-center,Oregon
Harris Circle,Waterbury,2020-01-01,1586794,0,0,https://www.rep-am.com/local/news-local/2020/01/02/for-second-time-in-less-than-24-hours-waterbury-police-respond-shots-fired-at-apartment-complex/,Connecticut
3600 block of Sweet Birch Dr,Greensboro,2020-01-01,1587369,0,3,https://www.greensboro.com/news/crime/children-and-man-were-fatally-shot-greensboro-police-say-woman/article_7ee19ea0-65ad-53e3-9635-dc3fd1f86270.html,North Carolina
16000 block of NW Chadwick Way,Portland,2020-01-01,1586381,0,0,https://www.koin.com/news/crime/woman-fires-shot-through-phone-into-neighbors-wall/,Oregon
1300 block of Linda Dr,La Pine,2020-01-01,1586371,0,0,https://www.kdrv.com/content/news/Man-arrested-after-multiple-rounds-fired-into-the-floor-of-a-LaPine-home-566633821.html,Oregon
9600 block of N Woolsey Ave,Portland,2020-01-01,1586368,0,0,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
600 block of SE Alder St,Portland,2020-01-01,1586367,0,0,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
12400 block of SE Powell Blvd,Portland,2020-01-01,1586365,1,0,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
4000 block of SW Macadam Ave,Portland,2020-01-01,1586364,0,0,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
Bishop Street and Crownbrook Drive,Waterbury,2020-01-01,1586363,0,0,https://fox61.com/2020/01/01/waterbury-police-investigating-reports-of-shots-fired/,Connecticut
800 block of Connecticut Avenue,Bridgeport,2020-01-01,1586362,0,0,https://www.doingitlocal.com/2020/01/bridgeport-news-two-firearms-recovered/,Connecticut
Giles Rd,Laurel (Calhoun),2020-01-01,1588146,0,0,https://www.leader-call.com/news/updated-roscoe-caught-after-shooting-at-deputy/article_71aafe66-2cf2-11ea-bc7f-cf7481a77f02.html,Mississippi
40 Nelson St,Quincy,2020-01-01,1586352,1,0,https://www.wcvb.com/article/quincy-man-shot-in-eye-with-pellet-gun-two-people-arrested-police-say/30374639,Massachusetts
3006 S Caraway Rd,Jonesboro,2020-01-01,1591233,0,1,https://www.jonesborosun.com/news/local/no-arrests-made-in-murder-bank-heist/article_a970b158-ecd9-5147-8c3d-de56f00ffb95.html,Arkansas
1740 Rapp St,Rapid City,2020-01-01,1588171,0,1,https://rapidcityjournal.com/news/local/crime-and-courts/rapid-city-police-investigating-woman-s-new-year-s-day/article_2c79be50-da91-57b9-b145-8fab3e3f9ca7.html#tracking-source=home-top-story-1,South Dakota
386 Raymond Rd,Jackson,2020-01-01,1586335,1,0,https://www.wapt.com/article/police-investigate-2-separate-shootings-on-raymond-road/30372576,Mississippi
700 block of Raymond Rd,Jackson,2020-01-01,1586333,1,0,https://www.wapt.com/article/police-investigate-2-separate-shootings-on-raymond-road/30372576,Mississippi
3500 block of 40th St,Meridian,2020-01-01,1587360,1,0,https://www.meridianstar.com/news/local_news/holiday-shootings-in-meridian-leave-one-person-struck-by-gunfire/article_edb6a49a-7430-59e7-9ae4-902cd027260b.html,Mississippi
2400 block of Jackson Ave,Baton Rouge,2020-01-01,1588125,0,1,https://www.theadvocate.com/baton_rouge/news/crime_police/article_8ecbfdb0-2e55-11ea-a655-cf9d4e1f774b.html,Louisiana
Beachwood Ave and Park Ave,Bridgeport,2020-01-01,1585180,1,0,https://twitter.com/bptpolice/status/1212261337616801793,Connecticut
77 Hanover St,Charleston,2020-01-01,1585653,1,0,https://www.live5news.com/2020/01/10/investigators-arrest-suspect-downtown-charleston-shooting/,South Carolina
N/A,Sumter (county),2020-01-01,1590332,2,1,https://www.wbrc.com/2020/01/06/man-charged-with-murder-sumter-co-nightclub-shooting/,Alabama
Hout Cir,Newport,2020-01-01,1588109,1,1,https://www.kait8.com/2020/01/03/man-shoots-victim-then-shot-himself-police-say/,Arkansas
Occidental Ave S and S Washington St,Seattle,2020-01-01,1586300,0,1,https://www.seattletimes.com/seattle-news/crime/seattle-police-say-they-witnessed-shooting-of-man-in-pioneer-square-neighborhood/,Washington
3150 Concord Rd,Beaumont,2020-01-01,1585923,1,0,https://www.beaumontenterprise.com/news/article/Man-shot-outside-Beaumont-club-14943449.php,Texas
500 block of S Buffalo St,Canton,2020-01-01,1587328,0,1,https://tylerpaper.com/news/local/man-dead-after-threatening-to-shoot-people-at-new-year/article_50fbd532-2d92-11ea-9781-d79e3485c97b.html,Texas
1000 block of Orange Blossom Ln,Harvey,2020-01-01,1592803,1,0,https://www.nola.com/news/crime_police/article_bb7bcd5a-332c-11ea-a120-cfb8ec04a183.html,Louisiana
Graham St and Morris St,Glen Campbell,2020-01-01,1586269,0,1,https://pittsburgh.cbslocal.com/2020/01/01/indiana-county-glen-campbell-borough-fatal-shooting-standoff/,Pennsylvania
2200 block of Cleveland St,Philadelphia,2020-01-01,1586274,2,0,https://philadelphia.cbslocal.com/2020/01/01/police-man-fighting-for-life-after-being-shot-twice-in-north-philadelphia-double-shooting/,Pennsylvania
400 block of Pace St,San Antonio,2020-01-01,1635355,0,0,https://www.kens5.com/article/news/crime/report-man-arrested-accused-of-threatening-to-kill-man-over-parking-dispute/273-292e5171-24f1-4a96-9d49-c0fbe3df3d4b,Texas
6400 Wurzbach Rd,San Antonio,2020-01-01,1587307,1,0,https://www.ksat.com/news/local/2020/01/02/police-man-shot-woman-cut-at-nw-side-apartment-complex/,Texas
Scottsville Rd and Martin Luther King Dr,Brent,2020-01-01,1586156,0,1,https://www.wbrc.com/2020/01/02/two-fatalities-after-new-years-day-shootings-west-al/,Alabama
6000 block of Old Birmingham Highway,Cottondale,2020-01-01,1586162,1,0,https://www.wbrc.com/2020/01/03/cottondale-woman-hit-by-bullet-fired-during-new-years-gunfire/,Alabama
100 Main St,Huntsville,2020-01-01,1588080,0,0,https://www.itemonline.com/news/local_news/police-blotter/article_c0df3056-810e-5e07-a1ce-89f3803e658c.html,Texas
Smith Hill Rd and Hill St,Huntsville,2020-01-01,1588076,0,0,https://www.itemonline.com/news/local_news/police-blotter/article_c0df3056-810e-5e07-a1ce-89f3803e658c.html,Texas
St Patrick St,Donaldsonville,2020-01-01,1585830,1,0,https://www.wafb.com/2020/01/01/man-shot-while-returning-church-with-wife-now-critical-condition/,Louisiana
N/A,Overland Park,2020-01-01,1588070,0,0,https://www.kansascity.com/news/local/crime/article238939473.html,Kansas
Bettes St,Beaumont,2020-01-01,1588061,0,0,https://www.12newsnow.com/article/news/local/like-a-war-zone-beaumont-woman-says-bullet-from-new-years-eve-gunfire-came-through-her-roof/502-9e7edec6-dd45-4c49-83d3-17f77eccc31d,Texas
N Virginia St and Wyoming Ave,El Paso,2020-01-01,1588055,0,0,https://www.ktsm.com/local/officer-discharges-weapon-after-a-traffic-stop-in-central-el-paso/,Texas
9601 W Montgomery Rd,Houston,2020-01-01,1587293,0,1,https://www.chron.com/news/houston-texas/houston/article/22-year-old-charged-with-murder-in-stepfather-s-14945526.php,Texas
2400 Delia Ave,Brownsville,2020-01-01,1587350,1,0,https://valleycentral.com/news/local/sheriff-22-year-old-struck-on-foot-by-stray-bullet-in-cameron-county,Texas
5800 block of Flamingo Dr,Houston,2020-01-01,1586987,0,1,https://abc13.com/beloved-grandma-known-for-being-generous-murdered-in-bed/5807149/,Texas
6700 block of Terrace Ct,Fairfield,2020-01-01,1587290,0,0,https://www.wvtm13.com/article/authorities-searching-for-man-accused-of-holding-hostages-naked-overnight-in-fairfield/30384443,Alabama
Sugar Rd and FM 495,Pharr,2020-01-01,1586192,1,0,https://www.themonitor.com/2020/01/07/docs-woman-shoots-pharr-man-stomach-violent-domestic-assault/,Texas
