address,city,date,id,injured,killed,lat,lng,source,state
100 block of N Laburnum Ave,Richmond,4/23/2020,1665479,1,0,37.545489,-77.371114,https://www.nbc12.com/2020/04/23/police-investigating-after-woman-shot-henrico/,Virginia
2000 block of R St,Richmond,4/23/2020,1664437,0,1,37.542211,-77.415694,https://www.nbc12.com/2020/04/23/police-ask-publics-help-identifying-young-man-killed-richmond-shooting/,Virginia
1900 block of S Lowell St,Arlington,4/23/2020,1666685,0,1,38.852524,-77.087915,https://www.insidenova.com/news/crime_police/arlington-police-continue-to-investigate-green-valley-homicide/article_aacc6fe8-87bc-11ea-ab80-2bae45c84824.html,Virginia
N/A,Saint Louis (Overland),4/23/2020,1666191,0,0,38.6268039,-90.1994097,https://www.ksdk.com/article/news/crime/overland-police-car-stolen-chase-man-charged/63-a07d52c0-d0f8-4f60-a9a7-23439df83ba0,Missouri
5200 block of Standridge Rd,North Little Rock,4/23/2020,1664794,0,1,35.782911,-80.814279,https://www.kark.com/news/family-of-victim-killed-in-thursdays-shooting-speaks-out/,Arkansas
Braeburn Glen Blvd and S Braeswood Blvd,Houston,4/23/2020,1665475,0,1,29.6794467,-95.5321568,https://www.click2houston.com/news/local/2020/04/24/police-searching-for-shooter-after-man-gunned-down-in-front-of-sw-houston-convenience-store/,Texas
200 block of N Charles Ave,Wichita,4/23/2020,1665583,0,1,37.734575,-97.364685,https://www.kansas.com/news/local/crime/article242423501.html,Kansas
2100 block of Redd St,Richmond,4/23/2020,1664898,0,1,37.546419,-77.418989,https://www.nbc12.com/2020/04/23/police-investigating-after-juvenile-shot-killed/,Virginia
8351 Anderson Blvd,Fort Worth,4/23/2020,1665547,1,0,32.7625512,-97.1680801,https://dentonrc.com/news/man-shot-by-denton-lawmen-said-he-wouldnt-hurt-girlfriend-before-allegedly-shooting-her/article_d9719f27-1c70-5df1-bb8d-d4d2d08c3a29.html,Texas
N/A,Henderson,4/23/2020,1665457,0,0,36.0301134,-114.9826194,https://twitter.com/USAO_NV/status/1253824403483344896,Nevada
1200 block of Bonbrook Mill Rd,Rocky Mount,4/23/2020,1665448,0,0,35.011945,-80.594338,https://www.wdbj7.com/content/news/Rocky-Mount-standoff-ends-569913751.html,Virginia
14500 block of E 51st Pl,Denver,4/23/2020,1664441,1,1,39.787343,-104.816013,https://denver.cbslocal.com/2020/04/24/desmond-manning-shooting-burglary-suspects-yard/,Colorado
3200 block of Rathgeber Rd,Wichita Falls,4/23/2020,1668241,1,0,33.844122,-98.489868,https://www.timesrecordnews.com/story/news/local/2020/04/28/homeowner-shoots-escapee-who-took-dip-pool/3041336001/,Texas
5800 block of Brayton Ave,Long Beach,4/23/2020,1665438,1,0,33.860222,-118.176189,https://www.presstelegram.com/2020/04/24/man-shot-walking-to-his-car-in-north-long-beach/,California
LA-846,Columbia,4/23/2020,1666184,1,1,32.1051567,-92.0779129,https://www.thenewsstar.com/story/news/2020/04/25/caldwell-parish-shooting-franklin-man-killed-second-injured/3027068001/,Louisiana
200 block of Rockwood Ct,San Antonio,4/23/2020,1664289,1,0,29.389316,-98.477072,https://news4sanantonio.com/news/local/teen-arrested-after-allegedly-carjacking-man-at-gunpoint-who-gave-her-a-ride,Texas
Holworthy St,Boston,4/23/2020,1670306,1,0,42.316574,-71.090156,https://bpdnews.com/news/2020/5/1/bpd-officers-arrest-suspect-in-connection-to-non-fatal-shooting-incident-in-roxbury,Massachusetts
1400 block of E William St,Decatur,4/23/2020,1664667,0,1,39.844371,-88.937639,https://newschannel20.com/news/local/17-year-old-killed-in-decatur-shooting-identified,Illinois
W 22nd St and S Osborne Ave,Tucson,4/23/2020,1665263,1,0,32.2067635,-110.9779581,https://www.kold.com/2020/04/24/police-seek-suspect-shooting-incident-that-injured-one/,Arizona
844 NW 10 Terr,Fort Lauderdale,4/23/2020,1664759,3,0,34.985461,-80.517184,https://www.local10.com/news/local/2020/04/24/3-men-injured-during-fort-lauderdale-shooting-police-say/,Florida
Co Rd 715,Nacogdoches,4/23/2020,1665411,0,1,31.571996,-94.7176048,https://www.ktre.com/2020/04/24/nacogdoches-county-sheriff-teenager-custody-after-fatal-shooting-incident/,Texas
2700 block of Grinstead Dr,Louisville,4/23/2020,1664765,0,1,38.24865,-85.692113,https://www.wave3.com/2020/04/27/year-old-shot-killed-crescent-hill-identified/,Kentucky
50 block of Langmeyer Ave,Buffalo,4/23/2020,1664753,0,1,42.9246733,-78.8164277,https://www.wkbw.com/news/local-news/buffalo-police-investigating-deadly-morning-shooting,New York
200 block of Beauxis Dr,Port Barre,4/23/2020,1665863,0,1,30.564055,-91.951315,https://www.klfy.com/local/update-port-barre-police-arrest-suspect-in-fatal-shooting/,Louisiana
11002 Hammerly Blvd,Houston,4/23/2020,1673164,0,2,29.810709,-95.4787927,http://www.houstontx.gov/police/nr/2020/may/nr050520-5.htm,Texas
E Maple Ave,Eunice,4/23/2020,1664740,2,0,30.4875439,-92.4138076,https://www.klfy.com/local/eunice-police-working-shooting-with-2-victims-details-few/,Louisiana
8548 River Birch Loop,Ooltewah,4/23/2020,1665058,0,1,40.22052,-79.493179,https://www.wrcbtv.com/story/42044129/update-suspect-arrested-after-3yearold-child-fatally-shot-in-ooltewah,Tennessee
Orchard Ln,Tidioute,4/23/2020,1664732,1,0,41.6850604,-79.4031034,https://www.erienewsnow.com/story/42043741/tidioute-woman-charged-with-attempted-homicide-for-shooting-man-multiple-times,Pennsylvania
Veterans Pkwy and Kingdom Dr,Murfreesboro,4/23/2020,1664712,1,0,35.8549518,-86.5008107,https://www.wsmv.com/news/murfreesboro-woman-shot-while-driving-investigation-underway/article_b6397c2a-85a7-11ea-89f2-2f53c47d560a.html,Tennessee
289 CA-49,Macon,4/23/2020,1665094,0,1,35.809193,-80.907842,https://41nbc.com/2020/04/24/jcso-man-killed-toddler-accidental-shooting-jones-county/,Georgia
I-95 and Belvedere Rd,West Palm Beach,4/23/2020,1664697,0,1,26.7153425,-80.0533746,https://www.palmbeachpost.com/news/20200423/body-of-murdered-boynton-teen-found-on-i-95-exit-ramp-in-west-palm?rssfeed=true,Florida
3200 block of W Lexington St,Chicago,4/23/2020,1664680,0,1,41.871957,-87.706013,https://chicago.suntimes.com/crime/2020/4/25/21236677/maurice-logan-fatally-shot-lexington-lawndale-homicide-gun-violence,Illinois
1700 block of W Anita Ave,Wichita,4/23/2020,1664669,0,0,37.646298,-97.366304,https://www.kansas.com/news/local/crime/article242243286.html,Kansas
1110 Sherman Ave,Panama City,4/23/2020,1664340,0,1,30.1688124,-85.6333116,https://www.wjhg.com/content/news/BREAKING-One-dead-in-Bay-County-shooting-569881591.html,Florida
Moki Ave,Rifle,4/23/2020,1670838,0,0,39.533915,-107.7971998,https://www.thedenverchannel.com/news/local-news/red-flag-petition-approved-after-rifle-man-allegedly-threatened-to-kill-himself-ex-wife-children,Colorado
300 E Roosevelt Rd,Lombard,4/23/2020,1665335,0,0,41.8608031,-88.0095631,https://www.dailyherald.com/news/20200424/2-men-charged-with-carjacking-at-lombard-mcdonalds,Illinois
3600 block of Ames St NE,Washington,4/23/2020,1664546,1,0,38.890765,-76.953579,https://twitter.com/alanhenney/status/1253420899304304642,District of Columbia
Confederate Point Rd,Jacksonville,4/23/2020,1664628,1,0,30.262921,-81.731048,https://www.news4jax.com/news/local/2020/04/23/police-teen-handling-gun-in-home-shoots-mom-in-hand/,Florida
5020 Cleveland Rd,Jacksonville,4/23/2020,1664626,1,0,30.3635662,-81.7055294,https://www.news4jax.com/news/local/2020/04/23/woman-shot-at-apartment-complex-on-cleveland-road/,Florida
1600 block of S 31st St,Louisville,4/23/2020,1664737,0,1,38.2297704,-85.8076071,https://www.wave3.com/2020/04/27/man-shot-killed-park-duvalle-neighborhood-identified/,Kentucky
Newman St,Orangeburg,4/23/2020,1665312,1,0,35.303204,-85.164582,https://thetandd.com/news/local/crime-and-courts/orangeburg-grandmother-shot-in-leg-while-sleeping/article_f9027cbc-a3ab-56e9-933f-e5bcabc3eb45.html,South Carolina
713 Spring St,Darlington,4/23/2020,1665305,0,0,34.3223348,-79.8831443,https://www.scnow.com/news/local/darlington-man-arrested-drugs-and-guns-seized/article_decabd2e-f61f-59e2-9480-44e4e7718302.html,South Carolina
324 Brown Ave,Columbus,4/23/2020,1665287,1,0,32.4525462,-84.96098,https://www.wtvm.com/2020/04/23/columbus-police-scene-shooting-family-dollar-brown-ave/,Georgia
4800 N Clarkson St,Denver,4/23/2020,1664549,1,0,36.035848,-86.132629,https://denver.cbslocal.com/2020/04/23/denver-five-points-clarkson-shooting/,Colorado
5100 block of Tulip St,Philadelphia,4/23/2020,1664556,1,0,40.011828,-75.071292,https://philadelphia.cbslocal.com/2020/04/23/philadelphia-police-18-year-old-man-seriously-injured-in-east-frankford-shooting/,Pennsylvania
500 block of W Flora St,Stockton,4/23/2020,1665268,1,0,37.959216,-121.29989,https://www.recordnet.com/news/20200424/27-year-old-man-shot-thursday-night,California
8600 block of Pocahontas Trail,Williamsburg,4/23/2020,1664540,1,0,37.265366,-76.6799942,https://www.wavy.com/news/local-news/police-man-injured-in-james-city-county-shooting/,Virginia
N/A,New Bern,4/23/2020,1668681,0,0,35.1084931,-77.0441143,https://www.witn.com/content/news/Man-nabbed-getting-off-plane-at-DallasFort-Worth-for-New-Bern-shooting-570048011.html,North Carolina
Otis St,Jay,4/23/2020,1665086,0,0,44.4819722,-70.1984401,https://www.sunjournal.com/2020/04/29/police-say-they-found-two-handguns-in-suspects-vehicle-after-jay-shooting/,Maine
Cokesbury Hwy,Hartwell,4/23/2020,1665918,0,1,35.801714,-80.886997,https://www.ajc.com/news/crime--law/georgia-college-student-accidentally-shoots-kills-himself-while-removing-clip-from-gun/3M37ArKZNB4Udt4fW28UnI/,Georgia
W State St and N 29th St,Milwaukee,4/23/2020,1665233,0,1,43.0431504,-87.9236524,https://fox6now.com/2020/04/30/set-him-up-to-be-robbed-prosecutors-say-convicted-felon-admitted-to-shooting-man-7-times/,Wisconsin
3600 block of Luckylee Crescent,Richmond,4/23/2020,1664513,0,0,36.143653,-86.080315,https://www.nbc12.com/2020/04/23/police-multiple-shots-fired-into-chesterfield-home-overnight/,Virginia
N 51st Blvd and W Roosevelt Dr,Milwaukee,4/23/2020,1665856,0,0,43.099682,-87.9767527,https://fox6now.com/2020/04/23/milwaukee-investigating-drive-by-shooting-crash-near-51st-and-roosevelt/,Wisconsin
6420 S Pecos Rd,Henderson,4/23/2020,1665243,0,0,36.0259143,-115.1006043,https://news3lv.com/news/local/henderson-police-respond-to-barricade-inside-business-near-green-valley-sunset,Nevada
Spring St and E 13th St,Davenport,4/23/2020,1665238,0,0,41.5834143,-90.5491241,https://www.wqad.com/article/news/crime/police-chase-driver-of-a-car-after-shots-fired-call-in-davenport/526-223aeb63-f30b-4f36-a27a-eb506149799b,Iowa
1600 block of Northport Dr,Madison,4/23/2020,1664494,0,0,43.133275,-89.36891,https://www.cityofmadison.com/police/newsroom/incidentreports/incident.cfm?id=25471,Wisconsin
3200 block of N 24th Pl,Milwaukee,4/23/2020,1665353,1,0,43.077077,-87.943399,https://fox6now.com/2020/04/24/recognize-them-mpd-seeks-help-to-id-suspects-who-fired-gunshots-near-24th-and-auer/,Wisconsin
1000 block of N Sherman Ave,Madison,4/23/2020,1664492,0,0,43.086874,-89.375776,https://www.cityofmadison.com/police/newsroom/incidentreports/incident.cfm?id=25476,Wisconsin
N/A,Pownal,4/23/2020,1665222,0,0,42.765635,-73.2359415,https://vtstatepolice.blogspot.com/2020/04/shaftsbury-barracks-1st-degree.html,Vermont
4500 block of Wakefield Rd,Baltimore,4/23/2020,1664381,0,1,39.3197557,-76.6912839,https://baltimore.cbslocal.com/2020/04/23/man-shot-in-head-killed-in-broad-daylight-in-baltimore/,Maryland
555 N John Young Pkwy,Orlando,4/23/2020,1665220,1,0,28.3919592,-81.424946,https://www.wesh.com/article/police-shoot-man-with-knife-at-orlando-bus-station-officials-say/32259161,Florida
W Alhambra Cir,Naples,4/23/2020,1665201,0,0,26.203901,-81.798759,https://www.winknews.com/2020/04/24/collier-county-man-arrested-following-standoff-facing-assault-battery-charges/,Florida
1554 S Montgomery St,Deland,4/23/2020,1665191,1,0,29.000393,-81.3202626,https://www.news-journalonline.com/news/20200423/deputies-deland-mother-76-shoots-daughter-in-self-defense,Florida
Hikes Ln and Downing Way,Louisville,4/23/2020,1664861,1,1,38.2139521,-85.6360165,https://www.wdrb.com/news/police-arrest-18-year-old-suspect-in-connection-with-fatal-double-shooting-near-hikes-lane/article_2602490e-8893-11ea-8a49-67e3a3da0d24.html,Kentucky
1040 Tree Ln,Titusville,4/23/2020,1665185,1,0,28.5870894,-80.8154734,https://www.floridatoday.com/story/news/2020/04/24/titusville-shooting-emerald-place-apartments/3019395001/,Florida
8th St and Crocker St,Los Angeles,4/23/2020,1665172,1,0,34.6817038,-118.1146929,https://mynewsla.com/crime/2020/04/24/man-critically-wounded-in-downtown-l-a-shooting/,California
7600 block of Dalewood Rd,New Orleans,4/23/2020,1664412,0,1,30.0340297,-90.0088942,https://www.nola.com/news/crime_police/article_855d7710-8556-11ea-8827-6b78771976cb.html,Louisiana
Peterson Ln and Cadence Way,Santa Rosa,4/23/2020,1665148,0,0,38.4630871,-122.762741,https://sanfrancisco.cbslocal.com/2020/04/23/santa-rosa-police-investigate-shooting-between-moving-vehicles/,California
6100 block of Hollywood St,Jupiter,4/23/2020,1665723,0,0,26.8950043,-80.1291653,https://www.wptv.com/news/region-n-palm-beach-county/jupiter/police-surrounded-jupiter-heights-home-for-barricaded-person-domestic-incident,Florida
5300 block of Greenway Ave,Philadelphia,4/23/2020,1664200,3,0,39.938249,-75.218921,https://6abc.com/triple-shooting-leaves-man-in-critical-condition-in-philly/6123638/,Pennsylvania
E 12th St and S 3rd Ave,Tucson,4/23/2020,1665120,1,0,32.2198985,-110.9651533,https://kvoa.com/news/2020/04/24/police-investigate-shooting-in-downtown-tucson/,Arizona
2500 S Cobb Dr SE,Smyrna,4/23/2020,1665078,0,1,33.8923933,-84.5394964,https://www.ajc.com/news/local/teen-killed-accidental-shooting-smyrna-gun-range-police-say/H83FEa6EJPM4qfFSBbHBVK/,Georgia
600 block of N Third St,Yakima,4/23/2020,1665074,1,0,38.000614,-85.945703,https://www.yaktrinews.com/woman-shot-at-yakima-apartment-complex/,Washington
1100 block of S Holly St,Chattanooga,4/23/2020,1665060,1,0,35.030653,-85.282438,https://newschannel9.com/news/local/chattanooga-pd-person-seriously-injured-in-shooting-on-south-holly-street-thursday-night,Tennessee
900 block of Fra Mar Pl,Fort Pierce,4/23/2020,1664657,0,1,34.985461,-80.517184,https://cbs12.com/news/local/sheriffs-office-to-provide-update-in-fort-pierce-death-investigation,Florida
I-8,San Diego,4/23/2020,1665050,0,0,32.7174209,-117.1627714,https://www.sandiegouniontribune.com/news/public-safety/story/2020-04-23/driver-detained-in-east-county-during-high-speed-chase-alleged-freeway-shootout-with-law-enforcement,California
800 block of W 5th St,Palm Beach Gardens (Riviera Beach),4/23/2020,1664693,1,0,38.000344,-85.947437,https://cbs12.com/news/local/arrest-made-in-shooting-of-little-boy-in-riviera-beach,Florida
1900 block of St. Paul St,Pittsburgh,4/23/2020,1665032,1,0,40.421783,-79.981208,https://triblive.com/local/pittsburgh-allegheny/police-1-person-in-critical-condition-after-south-side-shooting/,Pennsylvania
800 block of Kershaw St,Ogden,4/23/2020,1665024,1,0,41.213305,-111.959309,https://kutv.com/news/local/i-heard-officers-screaming-stop-neighbor-recalls-shooting-police-pursuit-in-ogden,Utah
US-401,Raeford,4/23/2020,1665000,0,1,34.972892,-79.242254,https://www.wral.com/deputies-make-arrest-in-hoke-county-murder/19069876/,North Carolina
3175 Ferncrest Dr,Cincinnati,4/23/2020,1664864,1,1,40.21799,-79.49156,https://www.wlwt.com/article/police-1-dead-another-injured-in-westwood-double-shooting/32259951,Ohio
South Fwy and N MacGregor Way,Houston,4/23/2020,1664942,1,0,29.604129,-95.386451,https://abc13.com/7-people-shot-in-4-houston-shootings-overnight/6126661/,Texas
Paces Oaks Blvd and University Ridge Dr,Charlotte,4/23/2020,1664953,0,1,35.2918242,-80.7388558,https://www.charlotteobserver.com/news/local/article242246586.html,North Carolina
N/A,Mapleton,4/23/2020,1665660,1,0,44.0313861,-123.8587224,https://nbc16.com/news/local/deputies-investigating-shooting-incident-near-mapleton,Oregon
US-93,Kalispell,4/23/2020,1665658,0,1,48.190771,-114.310274,https://mtstandard.com/news/state-and-regional/crime-and-courts/kalispell-man-kills-self-during-police-case-in-lake-county/article_6be5125a-ee38-52c8-8153-4a605866d55f.html,Montana
Wasey Way,Big Lake,4/23/2020,1666294,1,0,35.77801,-80.906605,https://www.ktva.com/story/42046962/1-person-badly-injured-in-big-lake-shooting,Alaska
Lynch St,Jackson,4/23/2020,1665654,0,1,32.3155655,-90.2336948,https://www.wlbt.com/2020/04/24/man-arrested-charged-deadly-shooting-lynch-st/,Mississippi
Johnson Lockhart Dr,Magee,4/23/2020,1665650,2,0,36.081691,-86.138227,https://www.wlbt.com/2020/04/24/man-wanted-after-double-shooting-magee/,Mississippi
Godwin St,Paterson,4/23/2020,1664949,0,1,40.921093,-74.169676,https://www.nj.com/passaic-county/2020/04/man-shot-dead-by-paterson-cops-ided-as-42-year-old-nj-resident.html,New Jersey
3500 block of Nelson Ave,Youngstown,4/23/2020,1665640,0,2,41.1282783,-80.5778862,https://www.wytv.com/news/local-news/coroner-identifies-men-with-gunshot-wounds-found-dumped-in-youngstown/,Ohio
1700 block of Germantown Rd,Dayton,4/23/2020,1664888,1,0,35.204368,-85.235855,https://www.daytondailynews.com/news/crime--law/man-accused-shooting-vehicle-injuring-woman-dayton/VFo1eXKikA1Ha1Rb2WU5aM/,Ohio
826 Wedgewood Dr,Columbus,4/23/2020,1664853,0,1,39.936764,-83.0973102,https://www.dispatch.com/news/20200423/columbus-police-identify-teen-killed-in-apartment-building-shooting,Ohio
7900 block of Gulf St,Frisco,4/23/2020,1665598,0,1,33.1443497,-96.7772059,https://dfw.cbslocal.com/2011/02/11/frisco-murder-could-be-related-to-cash-gold-business/,Texas
3800 block of E Ross Pkwy,Wichita,4/23/2020,1665602,1,0,37.6419466,-97.294868,https://www.kansas.com/news/local/crime/article242271496.html,Kansas
6600 block of Lorena Dr,Mobile,4/23/2020,1665594,1,0,30.7097881,-88.1972478,https://www.al.com/news/mobile/2020/04/police-investigating-shooting-in-west-mobile.html,Alabama
900 block of North 42nd St,Philadelphia,4/23/2020,1665566,0,1,39.970125,-75.208356,https://philadelphia.cbslocal.com/2020/04/24/philadelphia-police-33-year-old-man-dies-after-being-shot-in-head-in-citys-belmont-section/,Pennsylvania
13200 block of S Rhodes Ave,Chicago,4/23/2020,1664931,0,1,41.6553237,-87.6097521,https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence--20200423-jwnm7f3muzfdhife4t7sfxtcsy-story.html,Illinois
Vine St,Scranton,4/23/2020,1664221,0,0,41.4131224,-75.6623759,https://www.wnep.com/article/news/local/lackawanna-county/scranton-police-investigating-shots-fired/523-124bb46f-1aa2-4de9-aa83-6e0077a378ed,Pennsylvania
400 block of Charles St,Keller,4/23/2020,1665555,1,0,32.9389083,-97.2514919,https://www.star-telegram.com/news/local/crime/article242262706.html,Texas
6400 block of Dicks Ave,Philadelphia,4/23/2020,1664554,0,1,39.920575,-75.226346,https://www.inquirer.com/news/tahj-williams-philadelphia-police-homicide-sekou-kinebrew-gunshots-southwest-corner-store-20200424.html,Pennsylvania
10000 block of Kelsey Dr,Independence,4/23/2020,1664924,0,0,38.940262,-84.5965286,https://www.cincinnati.com/story/news/2020/04/23/independence-police-exchange-gunfire-suspect-overnight/3011008001/,Kentucky
700 block of E Nelson Ave,North Las Vegas,4/23/2020,1664508,0,1,36.205043,-115.132482,https://news3lv.com/news/local/nlvpd-identifies-officer-who-shot-and-killed-armed-suspect,Nevada
16th St and D St,Lincoln,4/23/2020,1665040,0,0,40.8243772,-96.6828183,https://www.1011now.com/content/news/LPD-arrests-man-for-firing-gun-from-a-car-in-south-Lincoln-569915461.html,Nebraska
N Yale Ave and E Pine St,Tulsa,4/23/2020,1664915,1,0,36.1752949,-95.922488,https://www.newson6.com/story/42043862/tulsa-police-argument-over-sewage-results-in-1-cut-by-hatchet-1-shot,Oklahoma
100 block of Bayberry Dr,Newport News,4/23/2020,1664911,1,0,37.094139,-76.455721,https://www.wavy.com/news/local-news/newport-news/18-year-old-injured-in-shooting-on-bayberry-drive-in-newport-news/,Virginia
N/A,Provo,4/23/2020,1664904,0,0,40.2338438,-111.6585337,https://www.heraldextra.com/news/local/central/provo/2-provo-men-arrested-after-alleged-altercation-with-neighbor-police/article_fd6b4344-70b8-5e8a-b707-6c13acec13fd.html,Utah
1000 block of N Crockett Rd,Senatobia,4/23/2020,1664724,0,1,36.095436,-86.140414,https://www.wmcactionnews5.com/2020/04/23/da-child-killed-tate-county-accidental-shooting/,Mississippi
Jefferson Ave and Rule St,Maryville,4/23/2020,1666731,0,0,35.7719872,-83.9585057,https://www.thedailytimes.com/news/police-id-man-in-thursdays-shooting-incident/article_0ba905c0-11a5-52b8-9614-b77caa184478.html,Tennessee
1900 block of S Lowell St,Arlington,4/23/2020,1665532,0,1,38.852524,-77.087915,https://www.insidenova.com/news/crime_police/arlington/arlington-police-investigate-homicide-after-man-found-dead-in-apparent-shooting/article_d6e66fea-8652-11ea-be9d-a71b0b6de7f2.html,Virginia
1300 block of Michael St,New Orleans,4/23/2020,1664884,1,0,29.9411693,-90.0184508,https://wgno.com/news/local/nopd-investigates-thursday-night-shooting-in-algiers/,Louisiana
900 Block of Ave G,Birmingham,4/23/2020,1664872,0,0,32.406932,-87.021931,https://www.al.com/news/birmingham/2020/04/little-girl-found-asleep-in-suv-that-had-been-towed-by-birmingham-police-after-shooting.html,Alabama
12000 block of Spicer Pl,Tampa,4/23/2020,1664671,2,0,28.061271,-82.4436359,https://www.abcactionnews.com/news/region-hillsborough/hillsborough-deputies-investigating-after-2-juveniles-injured-in-tampa-shooting,Florida
800 block of Tulane Rd,Columbus,4/23/2020,1664444,0,1,40.0223152,-82.9916982,https://www.nbc4i.com/news/local-news/police-investigating-fatal-shooting-in-north-columbus-2/,Ohio
7600 block of NW 10th St,Oklahoma City,4/23/2020,1664926,0,1,35.4787446,-97.578298,https://kfor.com/news/local/deadly-oklahoma-city-shooting-leads-to-23-year-olds-arrest-victim-identified/,Oklahoma
2600 block of Westward Dr,San Antonio,4/23/2020,1664800,1,0,32.8905076,-96.35774,https://www.kens5.com/article/news/local/he-was-arrested-for-wielding-a-gun-during-an-outburst-at-dennys-hes-now-accused-of-trying-to-kill-cops/273-6809a438-90dc-4524-a0e3-c68ce4509be3,Texas
2500 block of Bunker St,Redding,4/23/2020,1666719,0,2,40.570809,-122.340061,https://www.redding.com/story/news/2020/04/25/redding-man-75-arrested-suspect-double-murder-bunker-street/3025805001/,California
Abbott St and 5th Ave,Linden,4/23/2020,1666209,0,1,32.3031,-87.79911,https://wvua23.com/man-in-custody-after-linden-shooting-leaves-1-dead/,Alabama
Old Corydon Rd and Wilson Station Rd,Henderson,4/23/2020,1665491,0,0,37.8044726,-87.6301405,https://www.14news.com/2020/04/24/standoff-ends-arrest-henderson-co/,Kentucky
600 block of Crossings Blvd,Bowling Green,4/23/2020,1664701,1,0,36.938792,-86.432301,https://twitter.com/BGKYPolice/status/1253522462626717696,Kentucky
N/A,Spring Lake,4/23/2020,1674332,2,0,35.1679396,-78.9728056,https://abc11.com/spring-lake-nc-police-poe-avenue-sabera-mcneil/6157341/,North Carolina
1300 block of E Worth St,Stockton,4/24/2020,1666703,1,0,37.946368,-121.271551,https://www.recordnet.com/news/20200425/911-calls-april-26-2020,California
10615 Meadowglen Ln,Houston,4/24/2020,1666199,0,1,29.7311293,-95.5617494,https://cityofhouston.news/investigation-into-fatal-shooting-at-10615-meadowglen-lane/?utm_source=rss&utm_medium=rss&utm_campaign=investigation-into-fatal-shooting-at-10615-meadowglen-lane,Texas
15700 block of La Paz Dr,Victorville,4/24/2020,1668952,1,0,34.5361486,-117.3112322,https://www.vvng.com/man-shot-near-avalon-park-in-victorville/,California
25-40 Shore Blvd,Corona (Queens),4/24/2020,1665876,0,1,35.767842,-80.873426,https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-fdny-emt-dies-suicide-20200425-6amplz5ptzel5i36pa75la2wam-story.html?fbclid=IwAR1QFSBro8e6tBLY2WfE2Og19u6ShI81bv93FrcBAh1y1ktnMf7q8DC712A,New York
1600 block of Burnt Boat Rd,Bismarck,4/24/2020,1668295,0,0,35.472006,-79.709892,https://bismarcktribune.com/news/local/bismarck/man-arrested-another-sought-for-attempted-murder-in-friday-shooting-in-bismarck/article_53488724-3031-5cf2-9e78-874156c4251f.html#tracking-source=home-top-story-1,North Dakota
100 block of Avenue M,Lubbock,4/24/2020,1665366,1,1,33.597668,-101.850384,https://www.kcbd.com/2020/04/27/apparent-drug-deal-led-friday-murder/,Texas
4500 block of Baughman Ct,Newport News,4/24/2020,1665452,1,0,36.9956791,-76.4244915,https://www.wtkr.com/news/34-year-old-man-suffering-from-life-threatening-gunshot-wound-in-newport-news,Virginia
1900 block of Mamie St,Hattiesburg,4/24/2020,1666673,0,0,31.319402,-89.318704,https://impact601.com/news/hattiesburg-raid-nets-two-men-drugs-guns/article_a4e0536c-87e2-11ea-9b7c-6f5c8e992358.html,Mississippi
308 Madison Ave,Madison,4/24/2020,1668235,0,0,38.679962,-90.1582311,https://www.kmov.com/news/wanted-search-on-for-suspects-in-metro-east-carjacking/article_bbf1cb50-88f3-11ea-b92d-971ffbd18f89.html,Illinois
100 block of Osman St,Pontiac,4/24/2020,1666042,0,1,40.219809,-79.495329,https://www.theoaklandpress.com/news/copscourts/authorities-release-name-of-pontiac-woman-allegedly-killed-by-boyfriend-next-court-date-set/article_da3425f0-88ac-11ea-9346-13deae063660.html,Michigan
County Rd 89,Winters,4/24/2020,1665431,1,0,40.21799,-79.49156,https://www.kcra.com/article/south-lake-tahoe-launches-rescue-boat-earlier-than-usual/32273985,California
Court St and Cross St,Utica,4/24/2020,1666067,1,0,43.1008655,-75.2377707,https://www.syracuse.com/crime/2020/04/14-year-old-faces-attempted-murder-as-adult-after-shooting-in-utica-police-say.html,New York
Holdridge Rd,Allen,4/24/2020,1665753,0,1,42.390067,-77.965672,https://www.wkbw.com/news/local-news/buffalo-man-facing-murder-charge-allegedly-shot-and-dismembered-individual,New York
1818 Plainfield Rd,Crest Hill,4/24/2020,1666175,0,1,41.5550919,-88.12624,https://patch.com/illinois/joliet/joliet-man-slain-plainfield-road-crest-hill,Illinois
W11309 840Th Ave,River Falls,4/24/2020,1665343,0,2,36.100554,-86.140301,https://kstp.com/news/2-found-dead-in-pierce-county-wisconsin-investigation-ongoing-april-24-2020/5710034/?cat=1,Wisconsin
Meech Rd and Grand River Ave,Williamston,4/24/2020,1667383,1,0,40.21799,-79.49156,https://www.lansingstatejournal.com/story/news/2020/04/27/mason-coyote-hunter-shoots-man-chest-while-hunting-williamston/3031884001/,Michigan
Belvidere Ave,Columbus,4/24/2020,1665403,1,0,39.944719,-83.053572,https://www.10tv.com/article/1-critical-after-shooting-hilltop-area-2020-apr,Ohio
Grovewood Dr and Nuway Rd,Columbus,4/24/2020,1665390,3,0,39.903849,-82.954468,https://www.10tv.com/article/police-investigating-shooting-left-3-injured-south-columbus-2020-apr,Ohio
400 Springdale Cir,Lake Worth (Palm Springs),4/24/2020,1665162,0,1,35.726611,-80.79242,https://www.palmbeachpost.com/news/20200424/family-ids-woman-killed-in-palm-springs-shooting,Florida
